"#","Old page","Old page URL","Item / card name","CTA text","Shown on","Current destination URL","Booking account","Status","Action needed"
"199","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Printing Services","Inquire Now","MOBILE-ONLY","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=20105","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"200","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Photo Booth Rentals","Inquire Now","MOBILE-ONLY","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"201","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Custom Signs","Inquire Now","MOBILE-ONLY","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18117","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"202","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","MOBILE-ONLY","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=35224","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"203","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=20105","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"204","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=20105","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"205","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"206","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18117","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"207","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=35224","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"208","photo-booths-rentals","https://proposalperfectionnyc.com/photo-booths-rentals/","Event Rentals NYC","Lets Chat!","all devices","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"209","proposals","https://proposalperfectionnyc.com/proposals/","Create Unforgettable Experiences With Our Event Rentals NYC!","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"210","proposals","https://proposalperfectionnyc.com/proposals/","Cupid","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123059","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"211","proposals","https://proposalperfectionnyc.com/proposals/","Infinity","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123058","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"212","proposals","https://proposalperfectionnyc.com/proposals/","Cloud 9","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123056","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"213","proposals","https://proposalperfectionnyc.com/proposals/","Lotus Flower","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123053","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"214","proposals","https://proposalperfectionnyc.com/proposals/","Isis","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123054","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"215","proposals","https://proposalperfectionnyc.com/proposals/","Set of 3 Hearts","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123055","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"216","proposals","https://proposalperfectionnyc.com/proposals/","2 Hearts","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123052","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"217","proposals","https://proposalperfectionnyc.com/proposals/","Eve","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123057","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"218","proposals","https://proposalperfectionnyc.com/proposals/","Cupid Squared","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123102","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"219","proposals","https://proposalperfectionnyc.com/proposals/","Heavenly","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123101","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"220","proposals","https://proposalperfectionnyc.com/proposals/","Infinity","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123100","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"221","proposals","https://proposalperfectionnyc.com/proposals/","Snowflake","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123099","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"222","proposals","https://proposalperfectionnyc.com/proposals/","Rosie","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123098","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"223","proposals","https://proposalperfectionnyc.com/proposals/","Avirl","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123094","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"224","proposals","https://proposalperfectionnyc.com/proposals/","Marie","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123097","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"225","proposals","https://proposalperfectionnyc.com/proposals/","Glady's","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123095","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"226","proposals","https://proposalperfectionnyc.com/proposals/","Mi'Amor","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123085","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"227","proposals","https://proposalperfectionnyc.com/proposals/","Artica","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123082","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"228","proposals","https://proposalperfectionnyc.com/proposals/","Joy","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123084","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"229","proposals","https://proposalperfectionnyc.com/proposals/","Monterey","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123083","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"230","proposals","https://proposalperfectionnyc.com/proposals/","Valinda Rose","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89177","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"231","proposals","https://proposalperfectionnyc.com/proposals/","Milan Rose","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89173","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"232","proposals","https://proposalperfectionnyc.com/proposals/","Valinda's Garden","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89193","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"233","proposals","https://proposalperfectionnyc.com/proposals/","Ruby Red","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89171","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"234","proposals","https://proposalperfectionnyc.com/proposals/","Marry Me Marquee Letters","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124914","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"235","proposals","https://proposalperfectionnyc.com/proposals/","Will You Marry Me Neon Sign","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124915","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"236","proposals","https://proposalperfectionnyc.com/proposals/","Cold Spark Fountains","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123092","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"237","proposals","https://proposalperfectionnyc.com/proposals/","Red Carpets","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123087","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"238","proposals","https://proposalperfectionnyc.com/proposals/","Floral Runners","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123091","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"239","proposals","https://proposalperfectionnyc.com/proposals/","Candles","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123090","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"240","proposals","https://proposalperfectionnyc.com/proposals/","Rose Petals","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123089","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"241","proposals","https://proposalperfectionnyc.com/proposals/","Floral Accents","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123088","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"242","proposals","https://proposalperfectionnyc.com/proposals/","Uplighting","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124916","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"243","proposals","https://proposalperfectionnyc.com/proposals/","Confetti Machine","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123134","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"244","proposals","https://proposalperfectionnyc.com/proposals/","Fog Machine","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123117","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"245","proposals","https://proposalperfectionnyc.com/proposals/","Custom Packages","Inquire Now","all devices","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123086","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"246","proposals","https://proposalperfectionnyc.com/proposals/","Our add-on services will complete your flower wall rental perfectly.","Reserve Now","all devices","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"247","proposals","https://proposalperfectionnyc.com/proposals/","Flower Wall Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"248","proposals","https://proposalperfectionnyc.com/proposals/","Printing Services","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"249","proposals","https://proposalperfectionnyc.com/proposals/","Photo Booth Rentals","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"250","proposals","https://proposalperfectionnyc.com/proposals/","Custom Signs","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"251","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","MOBILE-ONLY","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"252","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=20105","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"253","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"254","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_category_id=18120","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"255","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","desktop-only","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=70211","Flower Wall Rentals (Atlanta) — WRONG BRAND","HTTP 200 (live)","REMAP to a Proposal Perfection NYC event/package"
"256","proposals","https://proposalperfectionnyc.com/proposals/","Flower Arches","Inquire Now","desktop-only","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=35224","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
"257","proposals","https://proposalperfectionnyc.com/proposals/","Event Rentals NYC","Lets Chat!","all devices","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)","HTTP 200 (live)","Keep as-is"
